(openpowerlifting-py3.10) ➜  openpowerlifting git:(main) ✗ python trainingstarcoder.py --max_steps 5000 --resume_from_checkpoint finetune_starcoder2/checkpoint-1000

^[[A^[[Atrainable params: 151369728 || all params: 1591200768 || trainable%: 9.5129245186488
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/utils/_deprecation.py:100: FutureWarning: Deprecated argument(s) used in '__init__': max_seq_length, dataset_text_field. Will not be supported from version '1.0.0'.

Deprecated positional argument(s) used in SFTTrainer, please use the SFTConfig to set these arguments instead.
  warnings.warn(message, FutureWarning)
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/transformers/training_args.py:1965: FutureWarning: `--push_to_hub_token` is deprecated and will be removed in version 5 of 🤗 Transformers. Use `--hub_token` instead.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/transformers/training_args.py:1965: FutureWarning: `--push_to_hub_token` is deprecated and will be removed in version 5 of 🤗 Transformers. Use `--hub_token` instead.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/trl/trainer/sft_trainer.py:269: UserWarning: You passed a `max_seq_length` argument to the SFTTrainer, the value you passed will override the one in the `SFTConfig`.
  warnings.warn(
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/trl/trainer/sft_trainer.py:307: UserWarning: You passed a `dataset_text_field` argument to the SFTTrainer, the value you passed will override the one in the `SFTConfig`.
  warnings.warn(
Training...
wandb: (1) Create a W&B account
wandb: (2) Use an existing W&B account
wandb: (3) Don't visualize my results
wandb: Enter your choice: 3
wandb: WARNING Invalid choice
wandb: Enter your choice: 3
wandb: You chose "Don't visualize my results"
wandb: Tracking run with wandb version 0.17.1
wandb: W&B syncing is set to `offline` in this directory.  
wandb: Run `wandb online` or set WANDB_MODE=online to enable cloud syncing.
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
wandb: WARNING URL not available in offline run
{'loss': 2.9314, 'grad_norm': 0.3426077663898468, 'learning_rate': 2e-05, 'epoch': 0.004}
{'loss': 1.3026, 'grad_norm': 1.46115243434906, 'learning_rate': 0.00014112221682981843, 'epoch': 0.756}
{'loss': 1.1484, 'grad_norm': 1.522019624710083, 'learning_rate': 0.0001405369527637436, 'epoch': 0.76}
{'loss': 1.4105, 'grad_norm': 1.4139145612716675, 'learning_rate': 0.00013995002238231308, 'epoch': 0.764}
{'loss': 1.4448, 'grad_norm': 11.04308032989502, 'learning_rate': 0.00013936144981193592, 'epoch': 0.768}
{'loss': 1.3987, 'grad_norm': 1.4180097579956055, 'learning_rate': 0.00013877125924652525, 'epoch': 0.772}
{'loss': 1.2018, 'grad_norm': 0.8894153833389282, 'learning_rate': 0.0001381794749465036, 'epoch': 0.776}
{'loss': 1.2239, 'grad_norm': 0.8420198559761047, 'learning_rate': 0.00013758612123780566, 'epoch': 0.78}
{'loss': 1.4111, 'grad_norm': 0.6698972582817078, 'learning_rate': 0.00013699122251087842, 'epoch': 0.784}
{'loss': 1.3668, 'grad_norm': 1.2630467414855957, 'learning_rate': 0.00013639480321967845, 'epoch': 0.788}
{'loss': 1.3914, 'grad_norm': 0.6840726137161255, 'learning_rate': 0.00013579688788066684, 'epoch': 0.792}
{'loss': 1.421, 'grad_norm': 3.763947010040283, 'learning_rate': 0.00013519750107180125, 'epoch': 0.796}
{'loss': 1.2342, 'grad_norm': 2.331861972808838, 'learning_rate': 0.00013459666743152577, 'epoch': 0.8}
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 1.2921, 'grad_norm': 0.6564565300941467, 'learning_rate': 0.00013399441165775808, 'epoch': 0.804}
{'loss': 1.4038, 'grad_norm': 1.9154822826385498, 'learning_rate': 0.00013339075850687414, 'epoch': 0.808}
{'loss': 1.5269, 'grad_norm': 1.1938068866729736, 'learning_rate': 0.00013278573279269063, 'epoch': 0.812}
{'loss': 1.5001, 'grad_norm': 1.3147897720336914, 'learning_rate': 0.00013217935938544497, 'epoch': 0.816}
{'loss': 1.4229, 'grad_norm': 0.6418153643608093, 'learning_rate': 0.00013157166321077287, 'epoch': 0.82}
{'loss': 1.2517, 'grad_norm': 1.7514050006866455, 'learning_rate': 0.00013096266924868393, 'epoch': 0.824}
{'loss': 1.4781, 'grad_norm': 4.415118217468262, 'learning_rate': 0.00013035240253253468, 'epoch': 0.828}
{'loss': 1.3421, 'grad_norm': 1.260333776473999, 'learning_rate': 0.00012974088814799952, 'epoch': 0.832}
{'loss': 1.5266, 'grad_norm': 5.346252918243408, 'learning_rate': 0.00012912815123203972, 'epoch': 0.836}
{'loss': 1.2073, 'grad_norm': 0.5717644095420837, 'learning_rate': 0.00012851421697186992, 'epoch': 0.84}
{'loss': 1.3588, 'grad_norm': 2.445136070251465, 'learning_rate': 0.00012789911060392294, 'epoch': 0.844}
{'loss': 1.2628, 'grad_norm': 0.93324875831604, 'learning_rate': 0.00012728285741281237, 'epoch': 0.848}
{'loss': 1.5105, 'grad_norm': 2.03676700592041, 'learning_rate': 0.00012666548273029322, 'epoch': 0.852}
{'loss': 1.4108, 'grad_norm': 0.3933759927749634, 'learning_rate': 0.0001260470119342206, 'epoch': 0.856}
{'loss': 1.3586, 'grad_norm': 1.9751585721969604, 'learning_rate': 0.0001254274704475065, 'epoch': 0.86}
{'loss': 1.4167, 'grad_norm': 1.4171698093414307, 'learning_rate': 0.00012480688373707493, 'epoch': 0.864}
{'loss': 1.2637, 'grad_norm': 0.5503426194190979, 'learning_rate': 0.0001241852773128148, 'epoch': 0.868}
{'loss': 1.2271, 'grad_norm': 0.9212702512741089, 'learning_rate': 0.0001235626767265316, 'epoch': 0.872}
{'loss': 1.1633, 'grad_norm': 1.01658296585083, 'learning_rate': 0.00012293910757089688, 'epoch': 0.876}
{'loss': 1.4946, 'grad_norm': 1.3394322395324707, 'learning_rate': 0.00012231459547839627, 'epoch': 0.88}
{'loss': 1.3649, 'grad_norm': 0.6964792013168335, 'learning_rate': 0.00012168916612027581, 'epoch': 0.884}
{'loss': 1.118, 'grad_norm': 0.6600357294082642, 'learning_rate': 0.0001210628452054868, 'epoch': 0.888}
{'loss': 1.1453, 'grad_norm': 1.0443928241729736, 'learning_rate': 0.00012043565847962895, 'epoch': 0.892}
{'loss': 1.1928, 'grad_norm': 0.9108535647392273, 'learning_rate': 0.00011980763172389197, 'epoch': 0.896}
{'loss': 1.4911, 'grad_norm': 1.5070407390594482, 'learning_rate': 0.000119178790753996, 'epoch': 0.9}
{'loss': 1.483, 'grad_norm': 1.0056109428405762, 'learning_rate': 0.00011854916141913035, 'epoch': 0.904}
{'loss': 1.4033, 'grad_norm': 1.0658925771713257, 'learning_rate': 0.00011791876960089086, 'epoch': 0.908}
{'loss': 1.1826, 'grad_norm': 1.2630685567855835, 'learning_rate': 0.00011728764121221605, 'epoch': 0.912}
{'loss': 1.4103, 'grad_norm': 0.7019053101539612, 'learning_rate': 0.00011665580219632208, 'epoch': 0.916}
{'loss': 1.4854, 'grad_norm': 1.3955696821212769, 'learning_rate': 0.00011602327852563617, 'epoch': 0.92}
{'loss': 1.319, 'grad_norm': 2.633559465408325, 'learning_rate': 0.00011539009620072893, 'epoch': 0.924}
{'loss': 1.0899, 'grad_norm': 0.8198688626289368, 'learning_rate': 0.00011475628124924577, 'epoch': 0.928}
{'loss': 1.6464, 'grad_norm': 1.3325400352478027, 'learning_rate': 0.00011412185972483684, 'epoch': 0.932}
{'loss': 1.2232, 'grad_norm': 1.4340524673461914, 'learning_rate': 0.0001134868577060862, 'epoch': 0.936}
{'loss': 1.3255, 'grad_norm': 0.8404746055603027, 'learning_rate': 0.00011285130129543964, 'epoch': 0.94}
{'loss': 1.2992, 'grad_norm': 1.4326735734939575, 'learning_rate': 0.00011221521661813197, 'epoch': 0.944}
{'loss': 1.2611, 'grad_norm': 0.8859516978263855, 'learning_rate': 0.0001115786298211128, 'epoch': 0.948}
{'loss': 1.6757, 'grad_norm': 2.1931865215301514, 'learning_rate': 0.0001109415670719721, 'epoch': 0.952}
{'loss': 1.2104, 'grad_norm': 1.4202946424484253, 'learning_rate': 0.00011030405455786425, 'epoch': 0.956}
{'loss': 1.3391, 'grad_norm': 1.156833291053772, 'learning_rate': 0.00010966611848443176, 'epoch': 0.96}
{'loss': 1.2773, 'grad_norm': 0.5887752771377563, 'learning_rate': 0.00010902778507472799, 'epoch': 0.964}
{'loss': 1.2979, 'grad_norm': 3.3123838901519775, 'learning_rate': 0.00010838908056813919, 'epoch': 0.968}
{'loss': 1.1257, 'grad_norm': 3.0220324993133545, 'learning_rate': 0.00010775003121930602, 'epoch': 0.972}
{'loss': 1.1116, 'grad_norm': 0.9887374043464661, 'learning_rate': 0.00010711066329704423, 'epoch': 0.976}
{'loss': 1.2953, 'grad_norm': 1.1024693250656128, 'learning_rate': 0.00010647100308326484, 'epoch': 0.98}
{'loss': 1.268, 'grad_norm': 0.8385027647018433, 'learning_rate': 0.00010583107687189388, 'epoch': 0.984}
{'loss': 1.2998, 'grad_norm': 1.647973895072937, 'learning_rate': 0.0001051909109677915, 'epoch': 0.988}
{'loss': 1.4289, 'grad_norm': 3.389186382293701, 'learning_rate': 0.00010455053168567064, 'epoch': 0.992}
{'loss': 1.0462, 'grad_norm': 0.9220070242881775, 'learning_rate': 0.00010390996534901538, 'epoch': 0.996}
{'loss': 1.4156, 'grad_norm': 0.7397074699401855, 'learning_rate': 0.00010326923828899894, 'epoch': 1.0}
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 1.4887, 'grad_norm': 0.9639027118682861, 'learning_rate': 0.00010262837684340112, 'epoch': 1.004}
{'loss': 1.2554, 'grad_norm': 2.182206630706787, 'learning_rate': 0.00010198740735552596, 'epoch': 1.008}
{'loss': 1.2221, 'grad_norm': 0.9603483080863953, 'learning_rate': 0.00010134635617311853, 'epoch': 1.012}
{'loss': 1.447, 'grad_norm': 3.4250192642211914, 'learning_rate': 0.00010070524964728218, 'epoch': 1.016}
{'loss': 1.05, 'grad_norm': 0.738854706287384, 'learning_rate': 0.00010006411413139507, 'epoch': 1.02}
{'loss': 1.042, 'grad_norm': 1.0492695569992065, 'learning_rate': 9.942297598002714e-05, 'epoch': 1.024}
{'loss': 1.4666, 'grad_norm': 2.492426872253418, 'learning_rate': 9.878186154785662e-05, 'epoch': 1.028}
{'loss': 1.2897, 'grad_norm': 3.1649575233459473, 'learning_rate': 9.814079718858677e-05, 'epoch': 1.032}
{'loss': 1.2416, 'grad_norm': 0.8872597813606262, 'learning_rate': 9.749980925386247e-05, 'epoch': 1.036}
{'loss': 1.231, 'grad_norm': 0.9051250219345093, 'learning_rate': 9.685892409218717e-05, 'epoch': 1.04}
{'loss': 1.1985, 'grad_norm': 0.8837795853614807, 'learning_rate': 9.62181680478397e-05, 'epoch': 1.044}
{'loss': 1.1849, 'grad_norm': 2.122621774673462, 'learning_rate': 9.557756745979138e-05, 'epoch': 1.048}
{'loss': 1.2959, 'grad_norm': 3.2190794944763184, 'learning_rate': 9.493714866062326e-05, 'epoch': 1.052}
{'loss': 1.5947, 'grad_norm': nan, 'learning_rate': 9.436094892873858e-05, 'epoch': 1.056}
{'loss': 1.1789, 'grad_norm': 0.6760316491127014, 'learning_rate': 9.372094804706867e-05, 'epoch': 1.06}
{'loss': 1.3573, 'grad_norm': 2.808229684829712, 'learning_rate': 9.308120527263117e-05, 'epoch': 1.064}
{'loss': 1.185, 'grad_norm': 1.1165239810943604, 'learning_rate': 9.24417469027459e-05, 'epoch': 1.068}
{'loss': 1.2705, 'grad_norm': 0.9368786215782166, 'learning_rate': 9.180259922304175e-05, 'epoch': 1.072}
{'loss': 1.3303, 'grad_norm': 2.1708762645721436, 'learning_rate': 9.11637885063765e-05, 'epoch': 1.076}
{'loss': 1.2228, 'grad_norm': 1.931166648864746, 'learning_rate': 9.052534101175672e-05, 'epoch': 1.08}
{'loss': 1.2875, 'grad_norm': 0.9844762086868286, 'learning_rate': 8.988728298325822e-05, 'epoch': 1.084}
{'loss': 1.1902, 'grad_norm': 0.5643959045410156, 'learning_rate': 8.924964064894753e-05, 'epoch': 1.088}
{'loss': 1.302, 'grad_norm': 1.7700437307357788, 'learning_rate': 8.861244021980344e-05, 'epoch': 1.092}
{'loss': 1.5425, 'grad_norm': 1.6792892217636108, 'learning_rate': 8.797570788863989e-05, 'epoch': 1.096}
{'loss': 1.3301, 'grad_norm': 1.2977845668792725, 'learning_rate': 8.733946982902911e-05, 'epoch': 1.1}
{'loss': 1.2757, 'grad_norm': 0.6045295596122742, 'learning_rate': 8.670375219422578e-05, 'epoch': 1.104}
{'loss': 1.337, 'grad_norm': 2.2370309829711914, 'learning_rate': 8.606858111609188e-05, 'epoch': 1.108}
{'loss': 1.3251, 'grad_norm': 0.7211747765541077, 'learning_rate': 8.543398270402266e-05, 'epoch': 1.112}
{'loss': 1.456, 'grad_norm': 1.2359495162963867, 'learning_rate': 8.479998304387329e-05, 'epoch': 1.116}
{'loss': 1.2096, 'grad_norm': 1.6622370481491089, 'learning_rate': 8.416660819688659e-05, 'epoch': 1.12}
{'loss': 1.3181, 'grad_norm': 2.0107059478759766, 'learning_rate': 8.353388419862178e-05, 'epoch': 1.124}
{'loss': 1.2869, 'grad_norm': 0.42989274859428406, 'learning_rate': 8.290183705788419e-05, 'epoch': 1.1280000000000001}
{'loss': 1.3076, 'grad_norm': 1.6494404077529907, 'learning_rate': 8.227049275565622e-05, 'epoch': 1.1320000000000001}
{'loss': 1.2356, 'grad_norm': 0.9478943347930908, 'learning_rate': 8.163987724402934e-05, 'epoch': 1.1360000000000001}
{'loss': 1.2827, 'grad_norm': 1.6503478288650513, 'learning_rate': 8.101001644513731e-05, 'epoch': 1.1400000000000001}
{'loss': 1.2678, 'grad_norm': 3.3344101905822754, 'learning_rate': 8.038093625009052e-05, 'epoch': 1.144}
{'loss': 1.2472, 'grad_norm': 2.387861490249634, 'learning_rate': 7.975266251791185e-05, 'epoch': 1.148}
{'loss': 1.226, 'grad_norm': 0.9998906850814819, 'learning_rate': 7.912522107447367e-05, 'epoch': 1.152}
{'loss': 1.2129, 'grad_norm': 1.958795428276062, 'learning_rate': 7.849863771143621e-05, 'epoch': 1.156}
{'loss': 1.2128, 'grad_norm': 1.3954683542251587, 'learning_rate': 7.787293818518738e-05, 'epoch': 1.16}
{'loss': 1.367, 'grad_norm': 1.722585678100586, 'learning_rate': 7.724814821578396e-05, 'epoch': 1.164}
{'loss': 1.1775, 'grad_norm': 6.562158584594727, 'learning_rate': 7.662429348589447e-05, 'epoch': 1.168}
{'loss': 1.3403, 'grad_norm': 1.7451854944229126, 'learning_rate': 7.600139963974341e-05, 'epoch': 1.172}
{'loss': 1.4728, 'grad_norm': 1.8296914100646973, 'learning_rate': 7.537949228205709e-05, 'epoch': 1.176}
{'loss': 1.3297, 'grad_norm': 1.8016961812973022, 'learning_rate': 7.47585969770111e-05, 'epoch': 1.18}
{'loss': 1.2714, 'grad_norm': 1.7298575639724731, 'learning_rate': 7.413873924717957e-05, 'epoch': 1.184}
{'loss': 1.2681, 'grad_norm': 3.7214252948760986, 'learning_rate': 7.351994457248595e-05, 'epoch': 1.188}
{'loss': 1.3549, 'grad_norm': 0.9401415586471558, 'learning_rate': 7.290223838915568e-05, 'epoch': 1.192}
{'loss': 1.5495, 'grad_norm': 2.476270914077759, 'learning_rate': 7.22856460886706e-05, 'epoch': 1.196}
{'loss': 1.6247, 'grad_norm': 1.5147844552993774, 'learning_rate': 7.167019301672509e-05, 'epoch': 1.2}
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 1.2005, 'grad_norm': 0.7994626760482788, 'learning_rate': 7.105590447218438e-05, 'epoch': 1.204}
{'loss': 1.2821, 'grad_norm': 0.7776494026184082, 'learning_rate': 7.044280570604451e-05, 'epoch': 1.208}
{'loss': 1.0409, 'grad_norm': 1.1810953617095947, 'learning_rate': 6.983092192039456e-05, 'epoch': 1.212}
{'loss': 1.2533, 'grad_norm': 0.7224768996238708, 'learning_rate': 6.922027826738019e-05, 'epoch': 1.216}
{'loss': 1.3362, 'grad_norm': 2.068134069442749, 'learning_rate': 6.861089984817032e-05, 'epoch': 1.22}
{'loss': 1.3673, 'grad_norm': 1.5544548034667969, 'learning_rate': 6.800281171192501e-05, 'epoch': 1.224}
{'loss': 1.3353, 'grad_norm': 2.2130820751190186, 'learning_rate': 6.739603885476582e-05, 'epoch': 1.228}
{'loss': 1.5654, 'grad_norm': 1.981311559677124, 'learning_rate': 6.679060621874833e-05, 'epoch': 1.232}
{'loss': 1.2282, 'grad_norm': 1.4292455911636353, 'learning_rate': 6.618653869083688e-05, 'epoch': 1.236}
{'loss': 1.1098, 'grad_norm': 0.9447025656700134, 'learning_rate': 6.558386110188157e-05, 'epoch': 1.24}
{'loss': 1.33, 'grad_norm': 3.734339714050293, 'learning_rate': 6.498259822559758e-05, 'epoch': 1.244}
{'loss': 1.1973, 'grad_norm': 0.6856318712234497, 'learning_rate': 6.438277477754679e-05, 'epoch': 1.248}
{'loss': 1.1503, 'grad_norm': 0.4415625333786011, 'learning_rate': 6.37844154141217e-05, 'epoch': 1.252}
{'loss': 1.1669, 'grad_norm': 1.6050314903259277, 'learning_rate': 6.318754473153221e-05, 'epoch': 1.256}
{'loss': 1.2457, 'grad_norm': 3.4674713611602783, 'learning_rate': 6.259218726479427e-05, 'epoch': 1.26}
{'loss': 1.0737, 'grad_norm': 0.6866969466209412, 'learning_rate': 6.199836748672153e-05, 'epoch': 1.264}
{'loss': 1.1988, 'grad_norm': 1.2081127166748047, 'learning_rate': 6.140610980691921e-05, 'epoch': 1.268}
{'loss': 1.3538, 'grad_norm': 0.8213911056518555, 'learning_rate': 6.081543857078076e-05, 'epoch': 1.272}
{'loss': 1.1732, 'grad_norm': 0.7381390929222107, 'learning_rate': 6.022637805848723e-05, 'epoch': 1.276}
{'loss': 1.0812, 'grad_norm': 2.2166683673858643, 'learning_rate': 5.9638952484009105e-05, 'epoch': 1.28}
{'loss': 1.2744, 'grad_norm': 2.6767067909240723, 'learning_rate': 5.9053185994110974e-05, 'epoch': 1.284}
{'loss': 1.2584, 'grad_norm': 1.2022624015808105, 'learning_rate': 5.84691026673589e-05, 'epoch': 1.288}
{'loss': 1.3012, 'grad_norm': 1.24746572971344, 'learning_rate': 5.7886726513130784e-05, 'epoch': 1.292}
{'loss': 1.3923, 'grad_norm': 2.0228545665740967, 'learning_rate': 5.730608147062926e-05, 'epoch': 1.296}
{'loss': 1.5083, 'grad_norm': 0.9072334170341492, 'learning_rate': 5.672719140789786e-05, 'epoch': 1.3}
{'loss': 1.2461, 'grad_norm': 5.430138111114502, 'learning_rate': 5.6150080120839734e-05, 'epoch': 1.304}
{'loss': 1.5298, 'grad_norm': 1.7691644430160522, 'learning_rate': 5.5574771332239406e-05, 'epoch': 1.308}
{'loss': 1.1882, 'grad_norm': 2.263882875442505, 'learning_rate': 5.5001288690787886e-05, 'epoch': 1.312}
{'loss': 1.1222, 'grad_norm': 0.9530985951423645, 'learning_rate': 5.442965577011039e-05, 'epoch': 1.316}
{'loss': 1.2907, 'grad_norm': 2.130737066268921, 'learning_rate': 5.385989606779737e-05, 'epoch': 1.32}
{'loss': 1.3759, 'grad_norm': 0.7279485464096069, 'learning_rate': 5.32920330044386e-05, 'epoch': 1.324}
{'loss': 1.2643, 'grad_norm': 1.3793609142303467, 'learning_rate': 5.272608992266039e-05, 'epoch': 1.328}
{'loss': 1.7058, 'grad_norm': 3.7444915771484375, 'learning_rate': 5.2162090086166215e-05, 'epoch': 1.332}
{'loss': 1.298, 'grad_norm': 1.653182864189148, 'learning_rate': 5.160005667878033e-05, 'epoch': 1.336}
{'loss': 1.3065, 'grad_norm': 1.39066481590271, 'learning_rate': 5.1040012803494795e-05, 'epoch': 1.34}
{'loss': 1.312, 'grad_norm': 3.046872138977051, 'learning_rate': 5.048198148151968e-05, 'epoch': 1.3439999999999999}
{'loss': 0.9999, 'grad_norm': 1.6226998567581177, 'learning_rate': 4.992598565133709e-05, 'epoch': 1.3479999999999999}
{'loss': 1.2588, 'grad_norm': 0.5565070509910583, 'learning_rate': 4.9372048167757876e-05, 'epoch': 1.3519999999999999}
{'loss': 1.4745, 'grad_norm': 11.271613121032715, 'learning_rate': 4.882019180098236e-05, 'epoch': 1.3559999999999999}
{'loss': 1.1382, 'grad_norm': 0.8430469632148743, 'learning_rate': 4.8270439235664344e-05, 'epoch': 1.3599999999999999}
{'loss': 1.0195, 'grad_norm': 1.7277368307113647, 'learning_rate': 4.772281306997848e-05, 'epoch': 1.3639999999999999}
{'loss': 1.0699, 'grad_norm': 1.005626916885376, 'learning_rate': 4.717733581469157e-05, 'epoch': 1.3679999999999999}
{'loss': 1.1893, 'grad_norm': 2.2432761192321777, 'learning_rate': 4.66340298922371e-05, 'epoch': 1.3719999999999999}
{'loss': 1.2393, 'grad_norm': 1.5641885995864868, 'learning_rate': 4.6092917635793576e-05, 'epoch': 1.376}
{'loss': 1.0592, 'grad_norm': 1.6494944095611572, 'learning_rate': 4.555402128836642e-05, 'epoch': 1.38}
{'loss': 1.3295, 'grad_norm': 2.059889793395996, 'learning_rate': 4.501736300187378e-05, 'epoch': 1.384}
{'loss': 1.2758, 'grad_norm': 1.845723032951355, 'learning_rate': 4.4482964836235875e-05, 'epoch': 1.388}
{'loss': 1.357, 'grad_norm': 1.9018101692199707, 'learning_rate': 4.3950848758468196e-05, 'epoch': 1.392}
{'loss': 1.1942, 'grad_norm': 1.2979731559753418, 'learning_rate': 4.3421036641778556e-05, 'epoch': 1.396}
{'loss': 1.355, 'grad_norm': 0.8117163181304932, 'learning_rate': 4.2893550264667915e-05, 'epoch': 1.4}
/home/ubuntu/.cache/pypoetry/virtualenvs/openpowerlifting-KFLyni6a-py3.10/lib/python3.10/site-packages/huggingface_hub/file_download.py:1132: FutureWarning: `resume_download` is deprecated and will be removed in version 1.0.0. Downloads always resume when possible. If you want to force a new download, use `force_download=True`.
  warnings.warn(
{'loss': 1.5052, 'grad_norm': 2.544800281524658, 'learning_rate': 4.236841131003524e-05, 'epoch': 1.404}
{'loss': 1.1919, 'grad_norm': 0.6567398905754089, 'learning_rate': 4.184564136428611e-05, 'epoch': 1.408}
{'loss': 1.1993, 'grad_norm': 0.6932273507118225, 'learning_rate': 4.132526191644549e-05, 'epoch': 1.412}
{'loss': 1.1856, 'grad_norm': 5.500480651855469, 'learning_rate': 4.0807294357274216e-05, 'epoch': 1.416}
{'loss': 1.438, 'grad_norm': 0.8666473031044006, 'learning_rate': 4.029175997838996e-05, 'epoch': 1.42}
{'loss': 1.5654, 'grad_norm': 2.0457143783569336, 'learning_rate': 3.9778679971391785e-05, 'epoch': 1.424}
{'loss': 1.1025, 'grad_norm': 0.6601086258888245, 'learning_rate': 3.926807542698922e-05, 'epoch': 1.428}
{'loss': 1.2262, 'grad_norm': 2.352203130722046, 'learning_rate': 3.875996733413522e-05, 'epoch': 1.432}
{'loss': 1.265, 'grad_norm': 1.5481921434402466, 'learning_rate': 3.8254376579163255e-05, 'epoch': 1.436}
{'loss': 1.1357, 'grad_norm': 1.0264194011688232, 'learning_rate': 3.775132394492906e-05, 'epoch': 1.44}
{'loss': 1.2564, 'grad_norm': 3.124826431274414, 'learning_rate': 3.725083010995611e-05, 'epoch': 1.444}
{'loss': 1.2434, 'grad_norm': 3.068493127822876, 'learning_rate': 3.675291564758565e-05, 'epoch': 1.448}
{'loss': 1.2962, 'grad_norm': 1.1981743574142456, 'learning_rate': 3.630701491346623e-05, 'epoch': 1.452}
{'loss': 1.278, 'grad_norm': 0.9224603772163391, 'learning_rate': 3.581405755817867e-05, 'epoch': 1.456}
{'loss': 1.1236, 'grad_norm': 0.9845507144927979, 'learning_rate': 3.5323738635585754e-05, 'epoch': 1.46}
{'loss': 1.3037, 'grad_norm': 1.4830487966537476, 'learning_rate': 3.483607830077794e-05, 'epoch': 1.464}
{'loss': 1.1348, 'grad_norm': 1.4393447637557983, 'learning_rate': 3.4351096599561585e-05, 'epoch': 1.468}
{'loss': 1.3109, 'grad_norm': 1.3325958251953125, 'learning_rate': 3.386881346763483e-05, 'epoch': 1.472}
{'loss': 1.256, 'grad_norm': 1.4253904819488525, 'learning_rate': 3.3389248729768276e-05, 'epoch': 1.476}
{'loss': 1.4235, 'grad_norm': 1.4725372791290283, 'learning_rate': 3.291242209898997e-05, 'epoch': 1.48}
{'loss': 1.3144, 'grad_norm': 1.9992882013320923, 'learning_rate': 3.243835317577514e-05, 'epoch': 1.484}
{'loss': 1.3142, 'grad_norm': 0.7951242923736572, 'learning_rate': 3.196706144724034e-05, 'epoch': 1.488}
{'loss': 1.2619, 'grad_norm': 3.1409542560577393, 'learning_rate': 3.149856628634267e-05, 'epoch': 1.492}
{'loss': 1.4949, 'grad_norm': 2.1219077110290527, 'learning_rate': 3.103288695108319e-05, 'epoch': 1.496}
{'loss': 1.4837, 'grad_norm': 0.9007052183151245, 'learning_rate': 3.057004258371541e-05, 'epoch': 1.5}
{'loss': 1.407, 'grad_norm': 0.7557085752487183, 'learning_rate': 3.011005220995854e-05, 'epoch': 1.504}
{'loss': 1.3641, 'grad_norm': 0.6710970997810364, 'learning_rate': 2.9652934738215087e-05, 'epoch': 1.508}
{'loss': 1.1247, 'grad_norm': 1.626600742340088, 'learning_rate': 2.919870895879393e-05, 'epoch': 1.512}
{'loss': 1.1544, 'grad_norm': 3.0314924716949463, 'learning_rate': 2.874739354313779e-05, 'epoch': 1.516}
{'loss': 1.4462, 'grad_norm': 0.8392887115478516, 'learning_rate': 2.8299007043055725e-05, 'epoch': 1.52}
{'loss': 1.2949, 'grad_norm': 0.9334829449653625, 'learning_rate': 2.7853567889960564e-05, 'epoch': 1.524}
{'loss': 1.5003, 'grad_norm': 1.0488301515579224, 'learning_rate': 2.741109439411117e-05, 'epoch': 1.528}
{'loss': 1.0637, 'grad_norm': 2.6593596935272217, 'learning_rate': 2.6971604743859935e-05, 'epoch': 1.532}
{'loss': 1.5242, 'grad_norm': 2.9485127925872803, 'learning_rate': 2.6535117004905018e-05, 'epoch': 1.536}
{'loss': 1.3045, 'grad_norm': 0.5610828995704651, 'learning_rate': 2.61016491195478e-05, 'epoch': 1.54}
{'loss': 1.3165, 'grad_norm': 1.5601493120193481, 'learning_rate': 2.5671218905955207e-05, 'epoch': 1.544}
{'loss': 1.4452, 'grad_norm': 1.5958011150360107, 'learning_rate': 2.5243844057427435e-05, 'epoch': 1.548}
